No BFECC...
Using 10 tracers...
Refresh rate : 50
Reynold's number : 10000.0
0.000812182741117 0
0.00107521693507 0
0.00133825112902 0
0.00160128532298 0
0.00186431951693 0
0.00212735371088 0
0.00239038790484 0
0.00265342209879 0
0.00291645629274 0
0.0031794904867 0
0.00344252468065 0
0.0037055588746 0
0.00396859306856 0
0.00423162726251 0
0.00449466145646 0
0.00475769565042 0
0.00502072984437 0
0.00528376403832 0
0.00554679823228 0
0.00580983242623 0
0.00607286662018 0
0.00633590081414 0
0.00659893500809 0
0.00686196920204 0
0.007125003396 0
0.00738803758995 0
0.0076510717839 0
0.00791410597786 0
0.00817714017181 0
0.00844017436576 0
0.00870320855972 0
0.00896624275367 0
0.00922927694762 0
0.00949231114158 0
0.00975534533553 0
0.0100183795295 0
0.0102814137234 0
0.0105444479174 0
0.0108074821113 0
0.0110705163053 0
0.0113335504993 0
0.0115965846932 0
0.0118596188872 0
0.0121226530811 0
0.0123856872751 0
0.012648721469 0
0.012911755663 0
0.0131747898569 0
0.0134378240509 0
0.0137008582448 0
0.0139638924388 0
0.0142269266327 2.64085931843e-06
0.0144899608267 5.7958194709e-06
0.0147529950206 9.45988780579e-06
0.0150160292146 1.36295970539e-05
0.0152790634086 1.83029480058e-05
0.0155420976025 2.34773883752e-05
0.0158051317965 2.91516206951e-05
0.0160681659904 3.53257615283e-05
0.0163312001844 4.19986438725e-05
0.0165942343783 4.91736117744e-05
0.0168572685723 5.68538112506e-05
0.0171203027662 6.50437015735e-05
0.0173833369602 7.37456164428e-05
0.0176463711541 8.29615620065e-05
0.0179094053481 9.26904273261e-05
0.018172439542 0.000102927392033
0.018435473736 0.000113674607168
0.0186985079299 0.000124939342775
0.0189615421239 0.000136719357442
0.0192245763179 0.000149008934636
0.0194876105118 0.000161811362289
0.0197506447058 0.000175131644962
0.0200136788997 0.000188957437922
0.0202767130937 0.000203293521921
0.0205397472876 0.000218148757372
0.0208027814816 0.000233511832891
0.0210658156755 0.000249383977603
0.0213288498695 0.000265750392935
0.0215918840634 0.000282583976978
0.0218549182574 0.000299861800163
0.0221179524513 0.000317552070155
0.0223809866453 0.000335586917155
0.0226440208392 0.000353924901126
0.0229070550332 0.000372467039078
0.0231700892272 0.000391193647409
0.0234331234211 0.000410052729271
0.0236961576151 0.000428988892527
0.023959191809 0.000448015469625
0.024222226003 0.000467151417943
0.0244852601969 0.000486427290662
0.0247482943909 0.000505846917153
0.0250113285848 0.000525408307649
0.0252743627788 0.000545118114847
0.0255373969727 0.00056498053996
0.0258004311667 0.000584980261983
0.0260634653606 0.000605094883302
0.0263264995546 0.000625276414828
0.0265895337485 0.000645488598627
0.0268525679425 0.000665698587077
0.0271156021365 0.000685886371884
0.0273786363304 0.000706024174636
0.0276416705244 0.000726095094119
0.0279047047183 0.000746101928698
0.0281677389123 0.00076602132736
0.0284307731062 0.00078582392227
0.0286938073002 0.00080550323554
0.0289568414941 0.000825035460264
0.0292198756881 0.000844391974918
0.029482909882 0.000863521823028
0.029745944076 0.000882389835104
0.0300089782699 0.000900960280903
0.0302720124639 0.000919197718196
0.0305350466578 0.000937095649687
0.0307980808518 0.000954630451818
0.0310611150458 0.000971769225487
0.0313241492397 0.000988014080322
0.0315871834337 0.00100454871024
0.0318502176276 0.00102053699403
0.0321132518216 0.00103595717452
0.0323762860155 0.00105082371419
0.0326393202095 0.00106516326313
0.0329023544034 0.00107897700569
0.0331653885974 0.0010922676174
0.0334284227913 0.0011050264498
0.0336914569853 0.00111723498107
0.0339544911792 0.00112887076296
0.0342175253732 0.0011399145705
0.0344805595671 0.00115035371879
0.0347435937611 0.00116018088975
0.0350066279551 0.0011693991677
0.035269662149 0.00117802502057
0.035532696343 0.00118606380345
0.0357957305369 0.0011935196022
0.0360587647309 0.00120039404503
0.0363217989248 0.00120668838798
0.0365848331188 0.00121240613462
0.0368478673127 0.00121754829577
0.0371109015067 0.00122211533022
0.0373739357006 0.00122610742738
0.0376369698946 0.00122952834474
0.0379000040885 0.00123238130628
0.0381630382825 0.00123467115788
0.0384260724764 0.00123640191486
0.0386891066704 0.00123757764102
0.0389521408644 0.00123820671346
0.0392151750583 0.00123829294073
0.0394782092523 0.00123783985358
0.0397412434462 0.00123685152801
0.0400042776402 0.00123533370489
0.0402673118341 0.00123329211591
0.0405303460281 0.00123073448013
0.040793380222 0.00122766882068
0.041056414416 0.00122410272294
0.0413194486099 0.00122004848084
0.0415824828039 0.00121552048557
0.0418455169978 0.00121052999586
0.0421085511918 0.00120509023372
0.0423715853857 0.00119921544403
0.0426346195797 0.00119292005334
0.0428976537737 0.00118621579229
0.0431606879676 0.00117911323469
0.0434237221616 0.00117162189355
0.0436867563555 0.00116374611755
