No BFECC...
Using 10 tracers...
Refresh rate : 50
Reynold's number : 10000.0
0.000812182741117 0
0.00107595243787 0
0.00133972213462 0
0.00160349183138 0
0.00186726152813 0
0.00213103122488 0
0.00239480092164 0
0.00265857061839 0
0.00292234031514 0
0.0031861100119 0
0.00344987970865 0
0.0037136494054 0
0.00397741910216 0
0.00424118879891 0
0.00450495849567 0
0.00476872819242 0
0.00503249788917 0
0.00529626758593 0
0.00556003728268 0
0.00582380697943 0
0.00608757667619 0
0.00635134637294 0
0.00661511606969 0
0.00687888576645 0
0.0071426554632 0
0.00740642515995 0
0.00767019485671 0
0.00793396455346 0
0.00819773425021 0
0.00846150394697 0
0.00872527364372 0
0.00898904334047 0
0.00925281303723 0
0.00951658273398 0
0.00978035243073 0
0.0100441221275 0
0.0103078918242 0
0.010571661521 0
0.0108354312177 0
0.0110992009145 0
0.0113629706113 0
0.011626740308 0
0.0118905100048 0
0.0121542797015 0
0.0124180493983 0
0.012681819095 0
0.0129455887918 0
0.0132093584885 0
0.0134731281853 0
0.013736897882 0
0.0140006675788 0
0.0142644372755 -2.66526670997e-06
0.0145282069723 -5.0345207284e-06
0.0147919766691 -7.11286194941e-06
0.0150557463658 -8.904625889e-06
0.0153195160626 -1.0415858251e-05
0.0155832857593 -1.16499448482e-05
0.0158470554561 -1.26121845353e-05
0.0161108251528 -1.33086133508e-05
0.0163745948496 -1.37428121878e-05
0.0166383645463 -1.39167473333e-05
0.0169021342431 -1.38330328769e-05
0.0171659039398 -1.34955580097e-05
0.0174296736366 -1.29042716657e-05
0.0176934433333 -1.2060714194e-05
0.0179572130301 -1.09656299019e-05
0.0182209827268 -9.62147290185e-06
0.0184847524236 -8.02669050042e-06
0.0187485221204 -6.17680844827e-06
0.0190122918171 -4.06793780846e-06
0.0192760615139 -1.69598337431e-06
0.0195398312106 9.42635235178e-07
0.0198036009074 3.85184808925e-06
0.0200673706041 7.03733110028e-06
0.0203311403009 1.05058238261e-05
0.0205949099976 1.42614562289e-05
0.0208586796944 1.83035868451e-05
0.0211224493911 2.26351595774e-05
0.0213862190879 2.72594059099e-05
0.0216499887846 3.21807827879e-05
0.0219137584814 3.74021960765e-05
0.0221775281781 4.29263780817e-05
0.0224412978749 4.87581994289e-05
0.0227050675717 5.49008971172e-05
0.0229688372684 6.1354551915e-05
0.0232326069652 6.81186202934e-05
0.0234963766619 7.51953515103e-05
0.0237601463587 8.25890101927e-05
0.0240239160554 9.03020225088e-05
0.0242876857522 9.83373590675e-05
0.0245514554489 0.000106692287362
0.0248152251457 0.000115370513977
0.0250789948424 0.000124371403584
0.0253427645392 0.000133695467058
0.0256065342359 0.000143339692258
0.0258703039327 0.000153312520039
0.0261340736295 0.000163613124775
0.0263978433262 0.000174243627153
0.026661613023 0.000185200533626
0.0269253827197 0.000196480329629
0.0271891524165 0.00020808738575
0.0274529221132 0.000219998397003
0.02771669181 0.000232209102808
0.0279804615067 0.000244692584578
0.0282442312035 0.00025742378542
0.0285080009002 0.000270385526558
0.028771770597 0.000283576285566
0.0290355402937 0.000296978558642
0.0292993099905 0.000310563173855
0.0295630796872 0.000324316914535
0.029826849384 0.000338233373421
0.0300906190808 0.000352333770295
0.0303543887775 0.000366612733938
0.0306181584743 0.000381070542018
0.030881928171 0.000395713108734
0.0311456978678 0.000410556588018
0.0314094675645 0.000425599934683
0.0316732372613 0.000440835035396
0.031937006958 0.000456238919844
0.0322007766548 0.000471801118965
0.0324645463515 0.000487504864591
0.0327283160483 0.000503334200547
0.032992085745 0.000519282596068
0.0332558554418 0.000535332220593
0.0335196251385 0.000551454934689
0.0337833948353 0.000567643449958
0.0340471645321 0.000583890367695
0.0343109342288 0.000600176533442
0.0345747039256 0.000616485654232
0.0348384736223 0.000632805727084
0.0351022433191 0.000649116117199
0.0353660130158 0.000665394794861
0.0356297827126 0.000681609876961
0.0358935524093 0.000697732969347
0.0361573221061 0.000713741203382
0.0364210918028 0.000729609602273
0.0366848614996 0.000745343067288
0.0369486311963 0.000760929889006
0.0372124008931 0.000776349333582
0.0374761705898 0.000791583059705
0.0377399402866 0.000806614688051
0.0380037099834 0.000821436769724
0.0382674796801 0.00083603945398
0.0385312493769 0.000850413983635
0.0387950190736 0.000864572090939
0.0390587887704 0.000878511628706
0.0393225584671 0.000892228438635
0.0395863281639 0.000905720916457
0.0398500978606 0.000918988008833
0.0401138675574 0.000932026354756
0.0403776372541 0.000944831646584
0.0406414069509 0.000957402977401
0.0409051766476 0.000969741943913
0.0411689463444 0.000981855222554
0.0414327160412 0.000993753523927
0.0416964857379 0.00100491031465
0.0419602554347 0.00101632435179
0.0422240251314 0.00102759478228
0.0424877948282 0.00103871289041
