No BFECC...
Using 10 tracers...
Refresh rate : 50
Reynold's number : 10000.0
0.000812182741117 0
0.00107632283899 0
0.00134046293686 0
0.00160460303473 0
0.0018687431326 0
0.00213288323047 0
0.00239702332834 0
0.00266116342621 0
0.00292530352408 0
0.00318944362195 0
0.00345358371982 0
0.00371772381769 0
0.00398186391557 0
0.00424600401344 0
0.00451014411131 0
0.00477428420918 0
0.00503842430705 0
0.00530256440492 0
0.00556670450279 0
0.00583084460066 0
0.00609498469853 0
0.0063591247964 0
0.00662326489427 0
0.00688740499214 0
0.00715154509001 0
0.00741568518789 0
0.00767982528576 0
0.00794396538363 0
0.0082081054815 0
0.00847224557937 0
0.00873638567724 0
0.00900052577511 0
0.00926466587298 0
0.00952880597085 0
0.00979294606872 0
0.0100570861666 0
0.0103212262645 0
0.0105853663623 0
0.0108495064602 0
0.0111136465581 0
0.0113777866559 0
0.0116419267538 0
0.0119060668517 0
0.0121702069496 0
0.0124343470474 0
0.0126984871453 0
0.0129626272432 0
0.013226767341 0
0.0134909074389 0
0.0137550475368 0
0.0140191876347 0
0.0142833277325 -3.93891956497e-06
0.0145474678304 -7.675184202e-06
0.0148116079283 -1.12120722314e-05
0.0150757480261 -1.45546371992e-05
0.015339888124 -1.77077600834e-05
0.0156040282219 -2.06749060376e-05
0.0158681683197 -2.34605233841e-05
0.0161323084176 -2.60675644988e-05
0.0163964485155 -2.849690558e-05
0.0166605886134 -3.07505565269e-05
0.0169247287112 -3.28304822871e-05
0.0171888688091 -3.47392552121e-05
0.017453008907 -3.64814744526e-05
0.0177171490048 -3.80581876835e-05
0.0179812891027 -3.94697740762e-05
0.0182454292006 -4.07167862424e-05
0.0185095692985 -4.18013563203e-05
0.0187737093963 -4.27240561332e-05
0.0190378494942 -4.34845351243e-05
0.0193019895921 -4.40844993701e-05
0.0195661296899 -4.45239761736e-05
0.0198302697878 -4.48013673071e-05
0.0200944098857 -4.49156151187e-05
0.0203585499836 -4.48640145609e-05
0.0206226900814 -4.46437504774e-05
0.0208868301793 -4.42521930951e-05
0.0211509702772 -4.36862982419e-05
0.021415110375 -4.29435549593e-05
0.0216792504729 -4.20205803464e-05
0.0219433905708 -4.09142861897e-05
0.0222075306686 -3.96229891029e-05
0.0224716707665 -3.81443869958e-05
0.0227358108644 -3.64741924993e-05
0.0229999509623 -3.46088021585e-05
0.0232640910601 -3.25443668319e-05
0.023528231158 -3.02765787837e-05
0.0237923712559 -2.78020419566e-05
0.0240565113537 -2.51179911344e-05
0.0243206514516 -2.22220880431e-05
0.0245847915495 -1.91115836086e-05
0.0248489316474 -1.57863913731e-05
0.0251130717452 -1.22430963854e-05
0.0253772118431 -8.47883829848e-06
0.025641351941 -4.49081342812e-06
0.0259054920388 -2.75803790516e-07
0.0261696321367 4.16863203591e-06
0.0264337722346 8.84373641924e-06
0.0266979123325 1.37511916379e-05
0.0269620524303 1.8892785158e-05
0.0272261925282 2.42715550326e-05
0.0274903326261 2.98901278378e-05
0.0277544727239 3.57497675891e-05
0.0280186128218 4.18532908455e-05
0.0282827529197 4.82009052907e-05
0.0285468930175 5.47956978424e-05
0.0288110331154 6.16384771534e-05
0.0290751732133 6.87316842212e-05
0.0293393133112 7.60753637617e-05
0.029603453409 8.36705033291e-05
0.0298675935069 9.15187143784e-05
0.0301317336048 9.96202149063e-05
0.0303958737026 0.000107976578957
0.0306600138005 0.000116591369069
0.0309241538984 0.00012546434224
0.0311882939963 0.00013458934268
0.0314524340941 0.000143967120797
0.031716574192 0.000153594749266
0.0319807142899 0.000163457177465
0.0322448543877 0.000173541629061
0.0325089944856 0.000183837692929
0.0327731345835 0.000194335533856
0.0330372746813 0.000205031797497
0.0333014147792 0.000215922632193
0.0335655548771 0.000227003904415
0.033829694975 0.000238269996645
0.0340938350728 0.000249712635023
0.0343579751707 0.000261338467156
0.0346221152686 0.000273159984726
0.0348862553664 0.000285180886514
0.0351503954643 0.000297391134766
0.0354145355622 0.000309788834784
0.0356786756601 0.000322372960055
0.0359428157579 0.000335135449618
0.0362069558558 0.000348066724685
0.0364710959537 0.000361160884074
0.0367352360515 0.000374410504536
0.0369993761494 0.000387810528617
0.0372635162473 0.000401349997066
0.0375276563452 0.000415016527669
0.037791796443 0.000428803247616
0.0380559365409 0.000442702721952
0.0383200766388 0.000456711771458
0.0385842167366 0.000470810252764
0.0388483568345 0.000484987667365
0.0391124969324 0.000499235607998
0.0393766370302 0.000513537635794
0.0396407771281 0.000527875359146
0.039904917226 0.000542231544363
0.0401690573239 0.000556577557724
0.0404331974217 0.000570892160702
0.0406973375196 0.000585156965118
0.0409614776175 0.000599365230327
0.0412256177153 0.000613506692542
0.0414897578132 0.00062756618435
