No BFECC...
Using 10 tracers...
Refresh rate : 50
Reynold's number : 10000.0
0.000812182741117 0
0.00107467035476 0
0.0013371579684 0
0.00159964558204 0
0.00186213319568 0
0.00212462080931 0
0.00238710842295 0
0.00264959603659 0
0.00291208365023 0
0.00317457126387 0
0.00343705887751 0
0.00369954649115 0
0.00396203410479 0
0.00422452171843 0
0.00448700933207 0
0.00474949694571 0
0.00501198455935 0
0.00527447217299 0
0.00553695978663 0
0.00579944740027 0
0.00606193501391 0
0.00632442262755 0
0.00658691024119 0
0.00684939785483 0
0.00711188546847 0
0.00737437308211 0
0.00763686069575 0
0.00789934830939 0
0.00816183592302 0
0.00842432353666 0
0.0086868111503 0
0.00894929876394 0
0.00921178637758 0
0.00947427399122 0
0.00973676160486 0
0.0099992492185 0
0.0102617368321 0
0.0105242244458 0
0.0107867120594 0
0.0110491996731 0
0.0113116872867 0
0.0115741749003 0
0.011836662514 0
0.0120991501276 0
0.0123616377413 0
0.0126241253549 0
0.0128866129685 0
0.0131491005822 0
0.0134115881958 0
0.0136740758095 0
0.0139365634231 0
0.0141990510367 8.96185644841e-06
0.0144615386504 1.86545683043e-05
0.014724026264 2.9072847355e-05
0.0149865138777 4.02124406719e-05
0.0152490014913 5.20758802277e-05
0.0155114891049 6.46654165351e-05
0.0157739767186 7.79790927843e-05
0.0160364643322 9.20021243608e-05
0.0162989519459 0.000106734130776
0.0165614395595 0.000122178649551
0.0168239271731 0.000138321579041
0.0170864147868 0.000155157814239
0.0173489024004 0.000172695769925
0.017611390014 0.000190923746328
0.0178738776277 0.000209834641876
0.0181363652413 0.000229426747388
0.018398852855 0.00024964768172
0.0186613404686 0.000270491698814
0.0189238280822 0.000291902636061
0.0191863156959 0.000313839936131
0.0194488033095 0.000336185173386
0.0197112909232 0.000358785065457
0.0199737785368 0.000381576947435
0.0202362661504 0.000404453292879
0.0204987537641 0.000427333651364
0.0207612413777 0.000450227971711
0.0210237289914 0.00047314455358
0.021286216605 0.000496108588859
0.0215487042186 0.000519144564073
0.0218111918323 0.000542255335362
0.0220736794459 0.000565435207871
0.0223361670596 0.000588693220609
0.0225986546732 0.000612029770991
0.0228611422868 0.000635397490942
0.0231236299005 0.000658766474373
0.0233861175141 0.000682089913851
0.0236486051278 0.000705330183562
0.0239110927414 0.00072845117736
0.024173580355 0.000751412245884
0.0244360679687 0.000774195849521
0.0246985555823 0.000796790718786
0.024961043196 0.000819169219095
0.0252235308096 0.000841295002249
0.0254860184232 0.000863154868684
0.0257485060369 0.000884714104137
0.0260109936505 0.000905930638249
0.0262734812642 0.00092673244533
0.0265359688778 0.00094669683205
0.0267984564914 0.000967257276661
0.0270609441051 0.000987000806212
0.0273234317187 0.0010058051223
0.0275859193324 0.00102369675564
0.027848406946 0.00104070752674
0.0281108945596 0.00105688503767
0.0283733821733 0.0010722561714
0.0286358697869 0.00108680715756
0.0288983574006 0.00110051849259
0.0291608450142 0.00111337776497
0.0294233326278 0.00112537353926
0.0296858202415 0.0011364956527
0.0299483078551 0.00114674463937
0.0302107954687 0.0011561326835
0.0304732830824 0.00116467507654
0.030735770696 0.00117238845275
0.0309982583097 0.00117928576988
0.0312607459233 0.00118537730252
0.0315232335369 0.00119068267747
0.0317857211506 0.00119522370151
0.0320482087642 0.00119902017215
0.0323106963779 0.00120208518305
0.0325731839915 0.00120441934181
0.0328356716051 0.00120602813746
0.0330981592188 0.00120691696526
0.0333606468324 0.00120709456653
0.0336231344461 0.00120657091407
0.0338856220597 0.00120535301384
0.0341481096733 0.00120344729293
0.034410597287 0.00120086148267
0.0346730849006 0.00119760339555
0.0349355725143 0.00119368017278
0.0351980601279 0.00118910257075
0.0354605477415 0.00118388420829
0.0357230353552 0.00117803102395
0.0359855229688 0.00117154985725
0.0362480105825 0.00116445063601
0.0365104981961 0.00115674379212
0.0367729858097 0.00114843973413
0.0370354734234 0.00113954863218
0.037297961037 0.00113008118784
0.0375604486507 0.00112004417203
0.0378229362643 0.00110944076346
0.0380854238779 0.00109827740564
0.0383479114916 0.0010865630208
0.0386103991052 0.00107430788906
0.0388728867189 0.00106152182308
0.0391353743325 0.00104821319691
0.0393978619461 0.00103439013019
0.0396603495598 0.00102005811362
0.0399228371734 0.00100521652948
0.0401853247871 0.000989859387524
0.0404478124007 0.000973984773933
0.0407103000143 0.00095759057
0.040972787628 0.000940673601047
0.0412352752416 0.000923227781097
0.0414977628553 0.000905243929745
0.0417602504689 0.000886716503547
0.0420227380825 0.00086764116386
0.0422852256962 0.000848015005306
0.0425477133098 0.000827832129701
0.0428102009234 0.000807082402949
0.0430726885371 0.000785753670276
0.0433351761507 0.000763840840365
0.0435976637644 0.000741342335552
0.043860151378 0.000718245029466
